Annual_Income_Rupees,Deductions_Rupees,Retirement_Contributions_Rupees,Tax_Savings_Rupees
77696.57499603879,16299.283150182588,9974.57471317049,2643.3785281070495
70693.82145501488,5175.341652004453,8657.729050451764,4287.671761608379
70425.92785294591,15035.925273025267,6421.658377970666,2362.4252813546977
54772.99097442717,8290.677512786315,7349.16473801478,3654.4918368462827
44574.09051708801,19993.37219304622,9257.006683486466,1767.178776608576
42791.45978960954,16508.047497999185,2986.4164837077246,4481.734047384631
54532.043875683856,13268.204343031912,6001.7484144607015,2443.792592059479
72665.35790107431,6392.975710920023,6331.727244308263,3672.453214206736
52604.04950675277,10706.035791622013,6003.921586502283,1574.823239771924
66966.51644639383,18490.089893194534,7990.624145244519,3438.8495553309267
66954.22317121035,16956.624189410013,2837.078340842901,4884.994285413777
91834.66451237272,5379.0985390038795,2339.2228644088973,2616.227496598691
83918.23758926959,6056.079658504575,2640.197755375311,2284.4027886963786
94866.85804388068,15895.58506929065,9213.213887325983,3078.252897278134
54662.022972901934,18827.553958089942,9695.231880946067,4896.40832098319
81921.36194674938,13913.975862942445,808.5229484519085,3428.801316538822
40626.80566810515,12657.69261550828,813.4104480900917,1232.3240300360276
55184.51404517662,19510.529619478817,9556.444699292595,1347.1137831547958
75861.28760167258,7183.492768740574,2429.1194003316396,1764.9858070843961
65460.57153276687,14647.204852660172,3122.897265097846,1586.402377915693
79859.23289051621,6238.979894526115,255.13632041103685,1079.705711354332
81700.41264111042,6020.349960038296,4396.333534794014,4412.332211866026
96831.38359791573,5483.38456704517,1733.446698541472,1444.069395409286
46011.10442652986,13715.721243850718,5914.691205871534,3092.377722035825
62734.99817127794,8839.275001911663,7305.7021345118055,2946.9855440653864
44331.76804481643,16124.570768473173,5621.345756153909,4583.86056398497
82959.90918171662,13741.69559937009,7017.551884209043,3864.534157223521
51025.98261405072,11277.990907100615,1774.1614686368268,4070.9934446623133
50126.67401067066,13953.12360906199,1062.4621596913175,3743.236979416011
67669.62717536499,16482.23903307875,6887.528301693723,4353.088274590727
65508.88144865353,5934.779902532117,6603.765621320483,4042.3101554800055
44526.47586027422,16991.234623786044,2446.3334230554246,1429.0350538877003
64745.201528324964,6029.04076442437,906.4778340640878,4083.3834560508726
57085.35389208139,11007.850445694543,841.6333968369294,1751.9253942770492
96256.70159408668,13685.033559266387,4306.668216449468,4635.557710508283
76291.5354811459,13580.264742559517,3506.8371200944016,1547.8043851207053
64126.30342378754,17946.44625826239,9149.97074448201,3581.4930386713663
73622.05678165011,18039.22872247053,2143.4621597722557,1415.3298410901552
71432.5197744561,12289.691333590177,9080.847230497877,2354.5337054399215
80178.59724108284,8960.360142433914,3771.0277966151184,1641.324957238286
91328.47344936804,11013.683416395248,2801.759668562214,1727.3134801771698
42646.764241582496,15062.34973622953,8885.320071351942,1734.080137835011
96138.33347069629,8588.829740564337,9678.195634775717,1910.9520652348388
82315.33024022663,11554.922541895343,4280.7533429781115,3543.0720926463555
90135.99386818509,15959.876362115707,91.0281248077427,1534.147570143768
72095.8006608838,16288.512369253607,881.0260844647988,3034.3073156701817
50949.95196445308,13517.700183111467,3648.795941474924,2844.316930455842
77131.4883675365,5377.130186722086,5593.776918111341,2905.5856357530774
86737.33364540836,18724.02762762842,76.79678840323278,2285.6343457253984
74303.65523834265,8562.164350696454,3230.464865172967,4590.4076489741765
42448.927710371565,13994.379711497264,9593.81677295158,4696.077236079321
60219.193378616794,7757.568388856351,656.7186011339332,2310.3999014544015
43572.662591087494,10252.456821676715,7459.44574969785,4702.506056314578
90473.48146355433,8240.801871569074,1274.0367847417367,1243.8337805048416
56545.498171732615,9232.555352618216,5905.633533398417,1075.2903021965644
77999.64979439617,7459.954711879405,5936.535899757618,1061.8713006710916
95892.98694776662,19564.34828075242,9774.72783302923,4576.347273305237
99080.7933828733,8410.075592665771,2454.3567238178653,1294.142133197953
65275.56526530285,14492.111616965933,4484.120382369832,4536.426062529938
63473.26304981879,13460.482040028588,8588.207114528232,3947.092961274749
78953.22232638695,5056.03119448226,1807.715287567625,3764.1011190643294
47286.26405964741,11035.834152025225,6290.818553619446,3809.5506380217707
93432.12499336904,6267.544873013334,2443.0545478495837,3927.746484287974
59584.43322674201,11455.383020691082,3846.6844001831137,1784.0914178712114
43559.5850054207,13644.978390749171,5950.435672383178,4558.421439726274
82010.35804990152,10861.927160957599,8904.591624790144,3382.405437479354
41317.27825492825,9928.62650068603,3804.9227429839448,1961.0004303549124
93681.19926048163,14477.52263571409,1486.1121425142321,3513.755525355799
83337.66570890228,14388.355691055836,5700.2272118653955,1676.9521395451675
52793.78140771947,10804.093097382914,2778.57089982422,3396.0056228776175
82351.05497883636,18161.426464216354,9718.415315088409,4213.669433150353
78441.04208713488,17961.26472400159,2519.899148172928,1556.6564292332812
76172.030582387,10086.285556848998,5832.760251863168,1216.364443341679
73780.73084569428,5116.137251506617,8763.018608638647,1108.6161577841738
76933.49251925874,14528.835136650672,5034.486782908057,1203.1660703136195
95033.27022528207,12352.141298841254,1171.3076022380776,4297.1599273768015
43963.331840720544,18397.40587396364,9020.414387911724,4251.659646402128
83802.80490087291,17882.92418248563,9034.678551885647,4619.32027772483
95564.89956576744,6932.226731811535,5601.708490512179,4109.616095171251
43523.71055602426,13538.008556470346,181.17946883089652,3874.586267357609
66821.31528910137,7432.154979899884,3543.635527800135,3924.363739175206
72083.91144033505,16051.655968701069,2858.1177166755756,1527.998257732288
83744.9717535802,11106.428422278841,7757.640913626428,3984.6981795134043
76153.59001379236,17132.119677258044,6001.478779925746,1845.4661267692882
42459.44401879492,7669.600124566212,1637.5980202914186,3726.3538303453306
98844.75373555979,9896.774340382835,8774.614313561407,2192.514352645954
96781.78910078705,6157.694247386064,9113.507990873126,3098.9516042609066
41306.17508054501,11521.787814152663,195.25227692254398,1143.2795759362305
50098.65463893744,15012.230236324192,2077.9882359049993,2124.2667669590887
96916.85984522483,6604.317992993102,2851.998878868608,2997.3040988615867
59799.38823866649,8124.892661071033,9063.327137887612,1348.6319606315553
60443.03934604698,8012.411124157546,9786.170320601675,4759.849448769529
51744.31768385064,5612.680946648351,5885.211715566438,3197.0574739292515
94852.23886639008,9895.918751941934,4470.01578350787,4425.719933036004
89223.6630052817,5342.748726382793,5905.104730873923,3484.1995574283596
40075.18791351503,11060.363469874113,8158.431222503502,1103.7854227750695
64155.63270954495,19031.857711996738,834.6926424681556,3815.6083401793644
98046.19554002865,11717.072478577316,7584.152134508735,2866.6100906934553
61063.45154057029,5375.192510019339,9492.877916805466,3623.160355247648
73866.19076194143,9595.11243314949,8420.13995344372,2041.7296187497823
52048.74154810529,8980.46119082325,4322.648992684693,3536.146601159509
46226.56776694259,6421.578856028884,5884.805277457203,4272.008608566968
45080.068377199466,15866.142864942025,2920.306455365671,3846.783009232948
46596.609331871376,10797.35045945115,76.33588468971774,2007.006862362557
49243.570043882406,12165.703466971243,9528.366832509562,4937.279094310765
92230.02700813297,12611.495177310226,3216.587968197794,3742.826819972826
52463.37406637496,18871.126464284782,4102.966159457799,3071.6625073539194
58625.34449409339,18413.460420165648,8485.680121170697,2254.0606413121295
90762.8915681142,10403.048271709362,2953.4344732964955,3231.846278901303
97836.35319499418,16984.95160176645,8799.60193040063,4373.938504024174
81155.33902967241,19067.759203986803,7877.041656441948,4690.140163814309
82136.2907131875,9884.58264478633,9868.222652657021,2876.9258027702754
81358.35188249321,9959.972110044979,6153.967040356371,3987.972628774328
65716.73647010938,16441.426064855623,4192.97448812047,3908.4469036405144
93802.4307054092,10782.528607845708,7314.830745135079,3191.134279258199
73394.70172125792,12720.77687455021,1487.825092024755,2557.1951183596
69636.44927119106,16323.26304983973,2990.327318866173,3205.068825657096
73357.47435302002,6129.037700902084,1790.8773817969504,2321.390466832421
88774.42746447181,18095.033496826585,1766.516136479771,3896.980519847529
47745.73305954476,7796.005296522635,8101.795612088972,1160.7266533681209
89577.23653742211,10864.706455898177,591.4548605989312,1055.7701120129827
59153.2344397148,5625.898205727003,2606.5110769243483,4462.674492231137
52582.49617822812,9053.220310116205,8513.93527450933,1012.0077995394139
64936.43885330657,17829.290163857157,2699.5457599738215,1695.3307304143364
97696.91767278379,15038.557287878768,5694.8346148080245,3596.937426061025
47014.77800559731,14924.047016971705,4872.444516257337,1508.4767982819858
81735.16845717304,9905.450530015387,7221.726162796625,1915.6948838976757
47574.93716306903,5591.07210166355,420.72396486167895,4472.025923826575
98542.97888722044,10165.138780744532,8986.56086801868,1725.7295834522356
96333.75392731291,5420.4445178443575,2771.871634367222,3225.7294234901346
69064.55333519736,16107.849550680878,5062.98326695154,2335.9317443696295
95465.52289728398,10868.750293301153,269.1177143321144,3816.1225207453035
